food_name,ingre_code,meta,l_cat,m_cat,s_cat,train_name
참치비빔밥,,B0103031,밥류,비빔밥,31,
참치오이주먹밥,,B0107011,밥류,주먹밥,11,
참치주먹밥,,B0107012,밥류,주먹밥,12,
참치초밥,,B0108037,밥류,초밥,37,
치즈김치볶음밥,,B0105028,밥류,"볶음밥,덮밥",28,
찹쌀밥,,B0101003,밥류,쌀밥,3,
채소비빔밥,,B0103032,밥류,비빔밥,32,
치즈볶음밥,,B0105029,밥류,"볶음밥,덮밥",29,
청포묵비빔밥,,B0103033,밥류,비빔밥,33,
초밥,,B0108038,밥류,초밥,38,
충무김밥,,B0106035,밥류,김밥,35,
취나물밥,,B0111029,밥류,기타밥,29,
치즈김밥,,B0106036,밥류,김밥,36,
치즈채소볶음밥,,B0105030,밥류,"볶음밥,덮밥",30,
치킨덮밥,,B0105031,밥류,"볶음밥,덮밥",31,
치즈불닭김밥,,B0106037,밥류,김밥,37,
치즈알밥,,B0103034,밥류,비빔밥,34,
치킨마요덮밥,,B0105032,밥류,"볶음밥,덮밥",32,
카레라이스,,B0105033,밥류,"볶음밥,덮밥",33,
카레볶음밥,305227.0,B0105034,밥류,"볶음밥,덮밥",34,카레볶음밥
칠리새우오므라이스,,B0110004,밥류,오므라이스,4,
파인애플볶음밥,,B0105035,밥류,"볶음밥,덮밥",35,
파프리카볶음밥,,B0105036,밥류,"볶음밥,덮밥",36,
캘리포니아롤,,B0108039,밥류,초밥,39,
컵밥,,B0111039,밥류,기타밥,39,
콩나물국밥,,B0109014,밥류,국밥,14,
콩나물밥,,B0111030,밥류,기타밥,30,
팥밥,,B0102023,밥류,잡곡밥,23,
크랩참치김밥,,B0106038,밥류,김밥,38,
크림리조또,,B0111031,밥류,기타밥,31,
크림치즈김밥,,B0106039,밥류,김밥,39,
클로렐라밥,,B0111032,밥류,기타밥,32,
타코와사비초밥,,B0108040,밥류,초밥,40,
텐동,,B0104057,밥류,"볶음밥,덮밥",57,텐동
톳밥,,B0111033,밥류,기타밥,33,
현미밥,11005.0,B0102024,밥류,잡곡밥,24,현미밥
하이라이스,,B0105037,밥류,"볶음밥,덮밥",37,
해물굴소스볶음밥,,B0105038,밥류,"볶음밥,덮밥",38,
홍미밥,,B0102025,밥류,잡곡밥,25,
해물덮밥,,B0105039,밥류,"볶음밥,덮밥",39,
한치비빔밥,,B0103035,밥류,비빔밥,35,
한치초밥,,B0108041,밥류,초밥,41,
햄김치볶음밥,,B0105040,밥류,"볶음밥,덮밥",40,
해물누룽지탕,,B0109013,밥류,국밥,13,
햄볶음밥,,B0105041,밥류,"볶음밥,덮밥",41,
해초비빔밥,,B0103036,밥류,비빔밥,36,
햄김밥,,B0106040,밥류,김밥,40,
햄채소볶음밥,,B0105042,밥류,"볶음밥,덮밥",42,
회덮밥,307809.0,B0105043,밥류,"볶음밥,덮밥",43,회덮밥
장어덮밥,,B0105047,밥류,"볶음밥,덮밥",47,
흑미밥,257187.0,B0102026,밥류,잡곡밥,26,
갈릭피자,,B0202001,빵 및 과자류,피자류,1,
홍합돌솥밥,,B0111034,밥류,기타밥,34,
제육덮밥,307767.0,B0105044,밥류,"볶음밥,덮밥",44,제육덮밥
감자치즈씬피자,,B0202002,빵 및 과자류,피자류,2,
흰살생선초밥,,B0108042,밥류,초밥,42,
월병,,A0205031,빵 및 과자류,과자류,31,월병
BLT샌드위치,,B0204001,빵 및 과자류,샌드위치류,1,
누가,294309.0,A0205033,빵 및 과자류,과자류,33,누가
마카로니과자,306861.0,A0205001,빵 및 과자류,과자류,1,마카로니과자
감자샌드위치,,B0204002,빵 및 과자류,샌드위치류,2,
과자,,A0205002,빵 및 과자류,과자류,2,
게살샌드위치,,B0204003,빵 및 과자류,샌드위치류,3,
고구마피자,,B0202003,빵 및 과자류,피자류,3,
고구마치즈브리또,,B0204004,빵 및 과자류,샌드위치류,4,
고르곤졸라피자,,B0202004,빵 및 과자류,피자류,4,
깨강정,,A0205003,빵 및 과자류,과자류,3,
단호박샌드위치,,B0204005,빵 및 과자류,샌드위치류,5,
달걀샌드위치,,B0204006,빵 및 과자류,샌드위치류,6,
고구마케이크,,A0201002,빵 및 과자류,빵류,2,
까르보나라피자,,B0202005,빵 및 과자류,피자류,5,
고로케,,A0201003,빵 및 과자류,빵류,3,
깐쇼새우피자,,B0202006,빵 및 과자류,피자류,6,
나쵸,22027.0,A0205004,빵 및 과자류,과자류,4,나쵸
떠먹는포테이토피자,,B0202007,빵 및 과자류,피자류,7,
또띠아피자,,B0202008,빵 및 과자류,피자류,8,
두부과자,,A0205005,빵 및 과자류,과자류,5,
꽃빵,,A0201056,빵 및 과자류,빵류,56,
꽈배기,307817.0,A0201004,빵 및 과자류,빵류,4,꽈배기
마들렌,,A0205006,빵 및 과자류,과자류,6,
녹차카스테라,,A0201005,빵 및 과자류,빵류,5,
마카롱,,A0205007,빵 및 과자류,과자류,7,
바나나칩,,A0205008,빵 및 과자류,과자류,8,
버터쿠키,,A0205009,빵 및 과자류,과자류,9,
달걀토스트,305925.0,B0204007,빵 및 과자류,샌드위치류,7,달걀토스트
돈가스샌드위치,,B0204008,빵 및 과자류,샌드위치류,8,
돼지고기브리또,,B0204009,빵 및 과자류,샌드위치류,9,
당근케이크,,A0201057,빵 및 과자류,빵류,57,
도넛,,A0201006,빵 및 과자류,빵류,6,
도라야끼,302525.0,A0201076,빵 및 과자류,빵류,76,도라야끼
모닝빵샌드위치,,B0204010,빵 및 과자류,샌드위치류,10,
베이글샌드위치,,B0204011,빵 및 과자류,샌드위치류,11,
비스킷,,A0205010,빵 및 과자류,과자류,10,
딸기타르트,304916.0,A0201058,빵 및 과자류,빵류,58,딸기타르트
마르게리따피자,,B0202009,빵 및 과자류,피자류,9,
바베큐피자,,B0202010,빵 및 과자류,피자류,10,
롤케이크,,A0201007,빵 및 과자류,빵류,7,
마늘바게트,21013.0,A0201075,빵 및 과자류,빵류,75,마늘바게트
마늘빵,307805.0,A0201008,빵 및 과자류,빵류,8,마늘빵
사과파이,,A0205011,빵 및 과자류,과자류,11,
베이컨감자피자,,B0202011,빵 및 과자류,피자류,11,
센베이,,A0205012,빵 및 과자류,과자류,12,
스넥과자,,A0205013,빵 및 과자류,과자류,13,
쌀강정,,A0205014,빵 및 과자류,과자류,14,
머핀,,A0201009,빵 및 과자류,빵류,9,
모닝빵,,A0201010,빵 및 과자류,빵류,10,
불고기퀘사디아,,B0204012,빵 및 과자류,샌드위치류,12,
모카빵,,A0201011,빵 및 과자류,빵류,11,
바게트빵,,A0201012,빵 및 과자류,빵류,12,
쌀과자,,A0205015,빵 및 과자류,과자류,15,
베이컨피자,,B0202012,빵 및 과자류,피자류,12,
블루베리새우또띠아,,B0204013,빵 및 과자류,샌드위치류,13,
밤식빵,,A0201013,빵 및 과자류,빵류,13,
약과,22045.0,A0205016,빵 및 과자류,과자류,16,약과
베이글,,A0201014,빵 및 과자류,빵류,14,
샌드위치,,B0204014,빵 및 과자류,샌드위치류,14,
불고기피자,,B0202013,빵 및 과자류,피자류,13,
살라미피자,272159.0,B0202014,빵 및 과자류,피자류,14,살라미피자
베이컨햄버거,,B0203001,빵 및 과자류,햄버거류,1,
보리빵,,A0201015,빵 및 과자류,빵류,15,
소고기타코,21054.0,B0204015,빵 및 과자류,샌드위치류,15,
새우피자,285296.0,B0202015,빵 및 과자류,피자류,15,새우피자
불고기햄버거,,B0203002,빵 및 과자류,햄버거류,2,
붕어빵,,A0201016,빵 및 과자류,빵류,16,
브라우니,,A0201017,빵 및 과자류,빵류,17,
브루스게타,296678.0,B0201055,빵 및 과자류,빵류,55,브루스게타
참치샌드위치,,B0204016,빵 및 과자류,샌드위치류,16,
양갱,241046.0,A0205017,빵 및 과자류,과자류,17,양갱
빵,,A0201018,빵 및 과자류,빵류,18,
에그타르트,,A0205018,빵 및 과자류,과자류,18,
스테이크피자,,B0202016,빵 및 과자류,피자류,16,
새우버거,,B0203003,빵 및 과자류,햄버거류,3,
씬피자,,B0202017,빵 및 과자류,피자류,17,
치아바타샌드위치,306019.0,B0204017,빵 및 과자류,샌드위치류,17,치아바타샌드위치
생크림빵,,A0201019,빵 및 과자류,빵류,19,
생크림케이크,,A0201020,빵 및 과자류,빵류,20,
유과,,A0205019,빵 및 과자류,과자류,19,
치킨또띠아,,B0204018,빵 및 과자류,샌드위치류,18,
소보로빵,,A0201021,빵 및 과자류,빵류,21,
소시지빵,,A0201022,빵 및 과자류,빵류,22,
슈크림,,A0201077,빵 및 과자류,빵류,77,
슈크림빵,307619.0,A0201023,빵 및 과자류,빵류,23,슈크림빵
초코바,,A0205020,빵 및 과자류,과자류,20,
스콘,307944.0,A0201059,빵 및 과자류,빵류,59,스콘
오징어먹물피자,,B0202018,빵 및 과자류,피자류,18,
초코쿠키,,A0205021,빵 및 과자류,과자류,21,
식빵,,A0201024,빵 및 과자류,빵류,24,
캐러멜팝콘,290773.0,A0205022,빵 및 과자류,과자류,22,캐러멜팝콘
쿠키,,A0205023,빵 및 과자류,과자류,23,
씨앗호떡,,A0201025,빵 및 과자류,빵류,25,
치즈피자,,B0202019,빵 및 과자류,피자류,19,
크래커,,A0205024,빵 및 과자류,과자류,24,
호두파이,,A0205025,빵 및 과자류,과자류,25,
다식,,A0205026,빵 및 과자류,과자류,26,
매작과,,A0205027,빵 및 과자류,과자류,27,
콤비네이션피자,,B0202020,빵 및 과자류,피자류,20,
옥수수식빵,,A0201026,빵 및 과자류,빵류,26,
와플,,A0201027,빵 및 과자류,빵류,27,
우유식빵,,A0201028,빵 및 과자류,빵류,28,우유식빵
초코파이,21035.0,A0205028,빵 및 과자류,과자류,28,초코파이
오레오,,A0205029,빵 및 과자류,과자류,29,
잡곡식빵,,A0201029,빵 및 과자류,빵류,29,
쨈빵,,A0201030,빵 및 과자류,빵류,30,
찐빵,,A0201031,빵 및 과자류,빵류,31,
카나페,,B0204019,빵 및 과자류,샌드위치류,19,
찹쌀도너츠,,A0201032,빵 및 과자류,빵류,32,
초코머핀,,A0201033,빵 및 과자류,빵류,33,
시리얼바,,A0205030,빵 및 과자류,과자류,30,
초코케이크,,A0201034,빵 및 과자류,빵류,34,
다쿠아즈,,A0205034,빵 및 과자류,과자류,34,
건빵,,A0205036,빵 및 과자류,과자류,36,
츄러스,,A0201035,빵 및 과자류,빵류,35,
퀘사디아,,B0204020,빵 및 과자류,샌드위치류,20,
치즈빵,,A0201036,빵 및 과자류,빵류,36,
치즈케이크,,A0201037,빵 및 과자류,빵류,37,
크림치즈피자,,B0202021,빵 및 과자류,피자류,21,
파니니,,B0204021,빵 및 과자류,샌드위치류,21,
치킨버거,304379.0,B0203004,빵 및 과자류,햄버거류,4,치킨버거
파니니치즈불고기샌드위치,,B0204022,빵 및 과자류,샌드위치류,22,
꼬깔콘,22010.0,A0205037,빵 및 과자류,과자류,37,꼬깔콘
카스테라,21036.0,A0201060,빵 및 과자류,빵류,60,카스테라
카스텔라,21036.0,A0201038,빵 및 과자류,빵류,38,카스테라
프렌치토스트,,B0204023,빵 및 과자류,샌드위치류,23,
케이크,,A0201039,빵 및 과자류,빵류,39,
파인애플피자,281450.0,B0202022,빵 및 과자류,피자류,22,파인애플피자
빼빼로,241062.0,A0205038,빵 및 과자류,과자류,38,빼빼로
피자토스트,302355.0,B0204024,빵 및 과자류,샌드위치류,24,피자토스트
새우깡,307799.0,A0205039,빵 및 과자류,과자류,39,새우깡
햄샌드위치,,B0204025,빵 및 과자류,샌드위치류,25,
크로와상,,A0201040,빵 및 과자류,빵류,40,
크림빵,21053.0,A0201041,빵 및 과자류,빵류,41,
페퍼로니피자,,B0202023,빵 및 과자류,피자류,23,
토스트,,A0201042,빵 및 과자류,빵류,42,
통밀빵,,A0201043,빵 및 과자류,빵류,43,
티라미수,,A0201044,빵 및 과자류,빵류,44,
햄채소샌드위치,,B0204026,빵 및 과자류,샌드위치류,26,
햄치즈샌드위치,,B0204027,빵 및 과자류,샌드위치류,27,
포테이토피자,,B0202027,빵 및 과자류,피자류,27,
팥빵,,A0201045,빵 및 과자류,빵류,45,
피자,,B0202024,빵 및 과자류,피자류,24,
하와이안피자,,B0202025,빵 및 과자류,피자류,25,
푸딩,,A0201078,빵 및 과자류,빵류,78,
프레즐,,A0201046,빵 및 과자류,빵류,46,
커피토스트,,B0204028,빵 및 과자류,샌드위치류,28,
화덕피자,,B0202026,빵 및 과자류,피자류,26,
피자빵,,A0201047,빵 및 과자류,빵류,47,
크레페,,B0204029,빵 및 과자류,샌드위치류,29,
베트남쌀국수,,B0302001,면 및 만두류,쌀국수,1,
핫도그,,A0201048,빵 및 과자류,빵류,48,
핫케이크,,A0201049,빵 및 과자류,빵류,49,
햄버거,21101.0,B0203005,빵 및 과자류,햄버거류,5,햄버거
반미,278462.0,B0204030,빵 및 과자류,샌드위치류,30,반미
브리또,306604.0,B0204031,빵 및 과자류,샌드위치류,31,브리또
타코,21054.0,B0204032,빵 및 과자류,샌드위치류,32,타코
허니브레드,,A0201050,빵 및 과자류,빵류,50,
호두과자,,A0201051,빵 및 과자류,빵류,51,
홈런볼,306306.0,A0205040,빵 및 과자류,과자류,40,홈런볼
호떡,307670.0,A0201052,빵 및 과자류,빵류,52,호떡
호밀빵,,A0201053,빵 및 과자류,빵류,53,
호밀식빵,,A0201054,빵 및 과자류,빵류,54,호밀식빵
볶음쌀국수,,B0302002,면 및 만두류,쌀국수,2,
간장비빔국수,,B0301001,면 및 만두류,국수,1,
간짜장,,B0310001,면 및 만두류,중화면류,1,
갈비만두,,B0311001,면 및 만두류,만두,1,
감자만두,,B0311002,면 및 만두류,만두,2,
감자수제비,,B0306001,면 및 만두류,수제비,1,
게살라면,,B0304001,면 및 만두류,라면,1,
겨자국수,,B0301002,면 및 만두류,국수,2,
고기국수,,B0301003,면 및 만두류,국수,3,
고등어파스타.크림,,B0307001,면 및 만두류,파스타,1,
곱창라면,,B0304002,면 및 만두류,라면,2,
국수,,B0301004,면 및 만두류,국수,4,
군만두,,B0311003,면 및 만두류,만두,3,
굴떡국,,B0312001,면 및 만두류,떡국,1,
굴매생이떡국,,B0312002,면 및 만두류,떡국,2,
굴짬뽕,,B0310002,면 및 만두류,중화면류,2,
굴칼국수,,B0305001,면 및 만두류,칼국수,1,
기스면,305631.0,B0310023,면 및 만두류,중화면류,23,
김치만두,,B0311004,면 및 만두류,만두,4,
김치만두국,,B0311005,면 및 만두류,만두,5,
김치말이국수,,B0301005,면 및 만두류,국수,5,
김치비빔국수,,B0301006,면 및 만두류,국수,6,
김치수제비,,B0306002,면 및 만두류,수제비,2,
김치우동,,B0308001,면 및 만두류,우동,1,
김치칼국수,,B0305002,면 및 만두류,칼국수,2,
까르보나라,,B0307002,면 및 만두류,파스타,2,
꼬치우동,,B0308002,면 및 만두류,우동,2,
나가사끼짬뽕,,B0309001,면 및 만두류,일본면류,1,
낙지소면볶음,,B0310003,면 및 만두류,중화면류,3,
납작만두,,B0311006,면 및 만두류,만두,6,
냉국수,,B0301007,면 및 만두류,국수,7,
냉면,,B0303001,면 및 만두류,냉면,1,
냉모밀,,B0309002,면 및 만두류,일본면류,2,
냉우동,,B0308003,면 및 만두류,우동,3,
냉짬뽕,,B0310004,면 및 만두류,중화면류,4,
녹차우동,,B0308004,면 및 만두류,우동,4,
뇨끼,307290.0,B0306009,면 및 만두류,수제비,9,뇨끼
다슬기수제비,,B0306003,면 및 만두류,수제비,3,
다슬기칼국수,,B0305003,면 및 만두류,칼국수,3,
달걀라면,,B0304003,면 및 만두류,라면,3,
닭떡국,,B0312003,면 및 만두류,떡국,3,
닭우동볶음,,B0308005,면 및 만두류,우동,5,
닭칼국수,,B0305004,면 및 만두류,칼국수,4,
당면,,A0301028,면 및 만두류,국수,28,
돈코츠라멘,,B0309003,면 및 만두류,일본면류,3,
된장라면,,B0304004,면 및 만두류,라면,4,
두유크림파스타,,B0307003,면 및 만두류,파스타,3,
들깨수제비,,B0306004,면 및 만두류,수제비,4,
들깨칼국수,,B0305005,면 및 만두류,칼국수,5,
딤섬,,B0311007,면 및 만두류,만두,7,
떡국,,B0312004,면 및 만두류,떡국,4,
떡라면,,B0304005,면 및 만두류,라면,5,
떡만두국,,B0311008,면 및 만두류,만두,8,
"떡만두국,고기만두",,B0311009,면 및 만두류,만두,9,
"떡만두국,김치만두",,B0311010,면 및 만두류,만두,10,
라멘,,B0309004,면 및 만두류,일본면류,4,
라면,,B0304006,면 및 만두류,라면,6,
라면볶음,,B0304007,면 및 만두류,라면,7,
라볶이,307757.0,B0304008,면 및 만두류,라면,8,라볶이
라자냐,,B0307004,면 및 만두류,파스타,4,
로제빠네파스타,,B0307005,면 및 만두류,파스타,5,
로제새우파스타,,B0307006,면 및 만두류,파스타,6,
로제파스타,,B0307007,면 및 만두류,파스타,7,
로제해물파스타,,B0307008,면 및 만두류,파스타,8,
마라탕면,,B0310005,면 및 만두류,중화면류,5,
막국수,,B0301008,면 및 만두류,국수,8,
막창된장라면,,B0304009,면 및 만두류,라면,9,
만두,,B0311011,면 및 만두류,만두,11,
만두강정,,B0311012,면 및 만두류,만두,12,
만두국,,B0311013,면 및 만두류,만두,13,
"만두국,고기만두",,B0311014,면 및 만두류,만두,14,
만두떡라면,,B0304010,면 및 만두류,라면,10,
만두라면,,B0304011,면 및 만두류,라면,11,
만두전골,,B0311015,면 및 만두류,만두,15,
만두칼국수,,B0305006,면 및 만두류,칼국수,6,
만두튀김,,B0311016,면 및 만두류,만두,16,
매생이떡국,,B0312005,면 및 만두류,떡국,5,
맥앤치즈,301251.0,B0307031,면 및 만두류,파스타,31,맥앤치즈
먹물크림파스타,,B0307009,면 및 만두류,파스타,9,
메밀국수,31005.0,B0301009,면 및 만두류,국수,9,메밀국수
메밀비빔국수,,B0301010,면 및 만두류,국수,10,
메밀소바,,B0309005,면 및 만두류,일본면류,5,
메밀칼국수,,B0305007,면 및 만두류,칼국수,7,
멸치칼국수,,B0305008,면 및 만두류,칼국수,8,
명란파스타,,B0307029,면 및 만두류,파스타,29,
물냉면,,B0303002,면 및 만두류,냉면,2,
물막국수,,B0301011,면 및 만두류,국수,11,
물만두,,B0311017,면 및 만두류,만두,17,
물만두국,,B0311018,면 및 만두류,만두,18,
물밀면,,B0301012,면 및 만두류,국수,12,
미소라멘,,B0309006,면 및 만두류,일본면류,6,
미트볼파스타,31012.0,B0307010,면 및 만두류,파스타,10,미트볼파스타
미트소스파스타,,B0307011,면 및 만두류,파스타,11,
밀면,,B0301013,면 및 만두류,국수,13,
바지락우동,,B0308006,면 및 만두류,우동,6,
바지락칼국수,,B0305009,면 및 만두류,칼국수,9,
바질파스타,305854.0,B0307030,면 및 만두류,파스타,30,바질파스타
백짬뽕,,B0310006,면 및 만두류,중화면류,6,
백합낙지칼국수,,B0305010,면 및 만두류,칼국수,10,
백합칼국수,,B0305011,면 및 만두류,칼국수,11,
버섯라면,,B0304012,면 및 만두류,라면,12,
버섯칼국수,,B0305012,면 및 만두류,칼국수,12,
버섯크림파스타,,B0307012,면 및 만두류,파스타,12,
분짜,,B0302003,면 및 만두류,쌀국수,3,
복어라면,,B0304013,면 및 만두류,라면,13,
볶음면,,B0310007,면 및 만두류,중화면류,7,
쇠고기쌀국수,,B0302004,면 및 만두류,쌀국수,4,
볶음우동,,B0308007,면 및 만두류,우동,7,
볶음짬뽕,,B0310008,면 및 만두류,중화면류,8,
"볶음짬뽕,낙지,주꾸미",,B0310009,면 및 만두류,중화면류,9,
봉골레파스타,,B0307013,면 및 만두류,파스타,13,
쌀국수,,B0302005,면 및 만두류,쌀국수,5,
불닭볶음면,,B0304014,면 및 만두류,라면,14,
비빔국수,,B0301014,면 및 만두류,국수,14,
비빔냉면,,B0303003,면 및 만두류,냉면,3,
