food_name,ingre_code,meta,l_cat,m_cat,s_cat,train_name
우삼겹구이,,B0802078,구이류,육류구이,78,
쪽갈비구이,,B0802079,구이류,육류구이,79,
차돌박이,307853.0,B0802080,구이류,육류구이,80,차돌박이
찹스테이크,,B0802081,구이류,육류구이,81,
치킨스테이크,,B0802082,구이류,육류구이,82,
탄두리치킨,,B0802083,구이류,육류구이,83,
폭립,,B0802084,구이류,육류구이,84,
함박스테이크,,B0802085,구이류,육류구이,85,
햄구이,,B0802086,구이류,육류구이,86,
오징어불고기,,B0801033,구이류,어패류구이,33,
옥돔구이,,B0801034,구이류,어패류구이,34,
우럭구이,,B0801035,구이류,어패류구이,35,
햄버거스테이크,,B0802087,구이류,육류구이,87,
임연수구이,,B0801036,구이류,어패류구이,36,
장어구이,,B0801037,구이류,어패류구이,37,
장어살엿장구이,,B0801038,구이류,어패류구이,38,
장어소금구이,,B0801039,구이류,어패류구이,39,
장어양념구이,,B0801040,구이류,어패류구이,40,
적어구이,,B0801041,구이류,어패류구이,41,
전갱이구이,,B0801042,구이류,어패류구이,42,
전복버터구이,,B0801056,구이류,어패류구이,56,
전어구이,,B0801043,구이류,어패류구이,43,
조개구이,278489.0,B0801044,구이류,어패류구이,44,조개구이
조기구이,,B0801045,구이류,어패류구이,45,
쥐포구이,,B0801046,구이류,어패류구이,46,
훈제닭다리구이,,B0802088,구이류,육류구이,88,
쭈꾸미구이,,B0801047,구이류,어패류구이,47,
훈제양념닭구이,,B0802089,구이류,육류구이,89,
대패삼겹살구이,,B0802090,구이류,육류구이,90,
콘치즈구이,,B0803027,구이류,기타구이류,27,
청어구이,,B0801048,구이류,어패류구이,48,
팽이버섯구이,,B0803028,구이류,기타구이류,28,
베이컨아스파라거스말이,,B0802091,구이류,육류구이,91,
코다리양념구이,,B0801049,구이류,어패류구이,49,
표고버섯구이,,B0803029,구이류,기타구이류,29,
키조개관자구이,,B0801050,구이류,어패류구이,50,
키조개구이,,B0801051,구이류,어패류구이,51,
쇠고기채소말이,,B0802092,구이류,육류구이,92,
아스파라거스구이,,B0803030,구이류,기타구이류,30,
쇠고기타다끼,,B0802093,구이류,육류구이,93,
양갈비,306057.0,B0802094,구이류,육류구이,94,양갈비
황태구이,,B0801052,구이류,어패류구이,52,
황태양념구이,,B0801053,구이류,어패류구이,53,
고기완자전,,B0902001,"전, 적 및 부침류 ",육류전,1,
동그랑땡,307945.0,B0902002,"전, 적 및 부침류 ",육류전,2,동그랑땡
가지전,,B0903001,"전, 적 및 부침류 ",기타전류,1,
감자전,,B0903002,"전, 적 및 부침류 ",기타전류,2,
게맛살전,,B0901001,"전, 적 및 부침류 ",어패류전,1,
고구마전,,B0903003,"전, 적 및 부침류 ",기타전류,3,
동그랑땡,307945.0,B0902003,"전, 적 및 부침류 ",육류전,3,동그랑땡
고추장떡,,B0903004,"전, 적 및 부침류 ",기타전류,4,
고추전,,B0903005,"전, 적 및 부침류 ",기타전류,5,
구절판,,B0903006,"전, 적 및 부침류 ",기타전류,6,
굴전,,B0901002,"전, 적 및 부침류 ",어패류전,2,
굴파전,,B0903007,"전, 적 및 부침류 ",기타전류,7,
김밥전,,B0903008,"전, 적 및 부침류 ",기타전류,8,
김치메밀전병,,B0903009,"전, 적 및 부침류 ",기타전류,9,
김치빈대떡,,B0903010,"전, 적 및 부침류 ",기타전류,10,
김치전,,B0903011,"전, 적 및 부침류 ",기타전류,11,
깻잎전,,B0903012,"전, 적 및 부침류 ",기타전류,12,
꼬막전,,B0901003,"전, 적 및 부침류 ",어패류전,3,
낙지전,,B0901004,"전, 적 및 부침류 ",어패류전,4,
녹두빈대떡,,B0903013,"전, 적 및 부침류 ",기타전류,13,
느타리버섯전,,B0903014,"전, 적 및 부침류 ",기타전류,14,
단호박전,,B0903015,"전, 적 및 부침류 ",기타전류,15,
달걀말이,,B0903016,"전, 적 및 부침류 ",기타전류,16,
달걀지단,,B0903067,"전, 적 및 부침류 ",기타전류,67,
달걀참치부침,,B0903017,"전, 적 및 부침류 ",기타전류,17,
달걀채소말이,,B0903018,"전, 적 및 부침류 ",기타전류,18,
달걀후라이,,B0903019,"전, 적 및 부침류 ",기타전류,19,
당근전,,B0903020,"전, 적 및 부침류 ",기타전류,20,
대구전,,B0901005,"전, 적 및 부침류 ",어패류전,5,
도토리전,,B0903021,"전, 적 및 부침류 ",기타전류,21,
돼지고기산적,,B0902004,"전, 적 및 부침류 ",육류전,4,
두부동그랑땡,301576.0,B0902005,"전, 적 및 부침류 ",육류전,5,
동태전,,B0901006,"전, 적 및 부침류 ",어패류전,6,
돼지고기김치전,,B0903022,"전, 적 및 부침류 ",기타전류,22,
떡갈비,,B0902006,"전, 적 및 부침류 ",육류전,6,
두릅전,,B0903023,"전, 적 및 부침류 ",기타전류,23,
소시지전,,B0902007,"전, 적 및 부침류 ",육류전,7,
두부부침,95001.0,B0903024,"전, 적 및 부침류 ",기타전류,24,두부부침
쇠고기전,,B0902008,"전, 적 및 부침류 ",육류전,8,
매생이부침개,,B0903025,"전, 적 및 부침류 ",기타전류,25,
메밀부추전,,B0903026,"전, 적 및 부침류 ",기타전류,26,
메밀전,,B0903027,"전, 적 및 부침류 ",기타전류,27,
메밀전병,265430.0,B0903028,"전, 적 및 부침류 ",기타전류,28,
모듬전,,B0903068,"전, 적 및 부침류 ",기타전류,68,
미나리부침개,,B0903029,"전, 적 및 부침류 ",기타전류,29,
밥전,,B0903030,"전, 적 및 부침류 ",기타전류,30,
배추전,265467.0,B0903031,"전, 적 및 부침류 ",기타전류,31,배추전
버섯전,,B0903032,"전, 적 및 부침류 ",기타전류,32,
베이컨김치오믈렛,,B0903033,"전, 적 및 부침류 ",기타전류,33,
봄나물전,,B0903034,"전, 적 및 부침류 ",기타전류,34,
부추장떡,,B0903035,"전, 적 및 부침류 ",기타전류,35,
부추전,,B0903036,"전, 적 및 부침류 ",기타전류,36,
부침개,,B0903037,"전, 적 및 부침류 ",기타전류,37,
빈대떡,93006.0,B0903038,"전, 적 및 부침류 ",기타전류,38,빈대떡
새송이버섯전,,B0903039,"전, 적 및 부침류 ",기타전류,39,
새우동그랑땡,,B0901007,"전, 적 및 부침류 ",어패류전,7,
새우부추전,,B0903040,"전, 적 및 부침류 ",기타전류,40,
새우전,,B0901008,"전, 적 및 부침류 ",어패류전,8,
생선전,,B0901009,"전, 적 및 부침류 ",어패류전,9,
세발나물전,,B0903041,"전, 적 및 부침류 ",기타전류,41,
완자전,,B0902009,"전, 적 및 부침류 ",육류전,9,
육전,,B0902010,"전, 적 및 부침류 ",육류전,10,
스크램블드에그,,B0903042,"전, 적 및 부침류 ",기타전류,42,
시금치전,,B0903043,"전, 적 및 부침류 ",기타전류,43,
쑥부침개,,B0903044,"전, 적 및 부침류 ",기타전류,44,
쑥전,,B0903045,"전, 적 및 부침류 ",기타전류,45,
어묵전,,B0901010,"전, 적 및 부침류 ",어패류전,10,
연근전,,B0903046,"전, 적 및 부침류 ",기타전류,46,
옛날소시지전,,B0901011,"전, 적 및 부침류 ",어패류전,11,
오믈렛,,B0903047,"전, 적 및 부침류 ",기타전류,47,
오징어김치전,,B0903048,"전, 적 및 부침류 ",기타전류,48,
오징어부추전,,B0903049,"전, 적 및 부침류 ",기타전류,49,
오징어파전,,B0903050,"전, 적 및 부침류 ",기타전류,50,
오코노미야끼,,B0903051,"전, 적 및 부침류 ",기타전류,51,
옥수수전,,B0903052,"전, 적 및 부침류 ",기타전류,52,
옥수수참치전,,B0903053,"전, 적 및 부침류 ",기타전류,53,
햄전,,B0902011,"전, 적 및 부침류 ",육류전,11,
화양적,,B0902012,"전, 적 및 부침류 ",육류전,12,
참나물전,,B0903054,"전, 적 및 부침류 ",기타전류,54,
참치전,,B0901012,"전, 적 및 부침류 ",어패류전,12,
치즈달걀말이,,B0903055,"전, 적 및 부침류 ",기타전류,55,
콩나물전,,B0903056,"전, 적 및 부침류 ",기타전류,56,
콩전,,B0903069,"전, 적 및 부침류 ",기타전류,69,
타코야끼,293837.0,B0901013,"전, 적 및 부침류 ",어패류전,13,타코야끼
파래전,,B0903057,"전, 적 및 부침류 ",기타전류,57,
파전,,B0903058,"전, 적 및 부침류 ",기타전류,58,
팽이버섯전,,B0903059,"전, 적 및 부침류 ",기타전류,59,
표고버섯전,,B0903060,"전, 적 및 부침류 ",기타전류,60,
풋고추전,,B0903061,"전, 적 및 부침류 ",기타전류,61,
해물김치전,,B0903062,"전, 적 및 부침류 ",기타전류,62,
해물미나리전,,B0903063,"전, 적 및 부침류 ",기타전류,63,
해물전,,B0901014,"전, 적 및 부침류 ",어패류전,14,
해물파전,,B0903064,"전, 적 및 부침류 ",기타전류,64,
간장닭발조림,,B1102001,조림류,육류,1,
호박부침개,,B0903065,"전, 적 및 부침류 ",기타전류,65,
호박전,,B0903066,"전, 적 및 부침류 ",기타전류,66,
국물닭발,,B1102002,조림류,육류,2,
화전,,B0903070,"전, 적 및 부침류 ",기타전류,70,
훈제오리구이,,B0903090,"전, 적 및 부침류 ",기타전류,90,
기름떡볶이,,B1001017,볶음류,떡볶이,17,
두부 볶음,,B1006005,볶음류,두부,5,
비엔나메추리알볶음,,B1005099,볶음류,육류,99,
오이선,,B1003063,볶음류,채소류,63,
카레감자채볶음,,B1003065,볶음류,채소류,65,
가자미조림,,B1101001,조림류,어패류,1,
가지조림,,B1103041,조림류,기타,41,
달걀장조림,,B1102003,조림류,육류,3,
갈치감자조림,,B1101002,조림류,어패류,2,
갈치조림,,B1101003,조림류,어패류,3,
"갈치조림,고구마줄기",,B1101004,조림류,어패류,4,
감자고추조림,,B1103001,조림류,기타,1,
감자조림,,B1103002,조림류,기타,2,
강낭콩조림,,B1103003,조림류,기타,3,
건새우꽈리고추조림,,B1103004,조림류,기타,4,
콩자반,114006.0,B1103005,조림류,기타,5,콩자반
검정깨두부조림,,B1103006,조림류,기타,6,
게맛살조림,,B1101005,조림류,어패류,5,
견과류조림,,B1103007,조림류,기타,7,
고구마조림,,B1103008,조림류,기타,8,
고등어감자조림,,B1101006,조림류,어패류,6,
고등어김치조림,,B1101007,조림류,어패류,7,
고등어시래기조림,,B1101008,조림류,어패류,8,
고등어조림,111004.0,B1101009,조림류,어패류,9,고등어조림
고등어죽순조림,,B1101010,조림류,어패류,10,
고추새우젓조림,,B1103009,조림류,기타,9,
고추조림,,B1103010,조림류,기타,10,
곤약버섯조림,,B1103011,조림류,기타,11,
곤약조림,,B1103012,조림류,기타,12,
과메기조림,,B1101011,조림류,어패류,11,
달걀조림,307866.0,B1102004,조림류,육류,4,달걀조림
깻잎조림,,B1103013,조림류,기타,13,
꼬막조림,,B1101012,조림류,어패류,12,
꼴뚜기조림,,B1101013,조림류,어패류,13,
꽁치조림,,B1101014,조림류,어패류,14,
꽁치통조림조림,,B1101015,조림류,어패류,15,
꽈리고추조림,,B1103014,조림류,기타,14,
노가리조림,,B1101016,조림류,어패류,16,
농어조림,,B1101017,조림류,어패류,17,
눈볼대조림,,B1101018,조림류,어패류,18,
느타리버섯조림,,B1103015,조림류,기타,15,
다시마곤약조림,,B1103042,조림류,기타,42,
닭가슴살고추장조림,,B1102005,조림류,육류,5,
닭가슴살장조림,,B1102006,조림류,육류,6,
닭감자조림,,B1102007,조림류,육류,7,
닭고구마조림,,B1102008,조림류,육류,8,
닭고기간장조림,,B1102009,조림류,육류,9,
닭고추장조림,,B1102010,조림류,육류,10,
닭날개조림,,B1102011,조림류,육류,11,
닭다리조림,,B1102012,조림류,육류,12,
닭발,,B1102013,조림류,육류,13,
닭봉간장조림,,B1102014,조림류,육류,14,
닭봉조림,,B1102015,조림류,육류,15,
닭살채소조림,,B1102016,조림류,육류,16,
닭안심조림,,B1102017,조림류,육류,17,
닭조림,,B1102018,조림류,육류,18,
동그랑땡조림,,B1102019,조림류,육류,19,
동파육,,B1102020,조림류,육류,20,
대구조림,,B1101070,조림류,어패류,70,
도루묵조림,,B1101019,조림류,어패류,19,
돼지감자조림,,B1102021,조림류,육류,21,
동태조림,,B1101020,조림류,어패류,20,
돼지고기김치조림,,B1102022,조림류,육류,22,
돼지고기달걀장조림,,B1102023,조림류,육류,23,
돼지고기메추리알장조림,,B1102024,조림류,육류,24,
돼지고기무조림,,B1102025,조림류,육류,25,
돼지고기버섯장조림,,B1102026,조림류,육류,26,
돼지고기장조림,,B1102027,조림류,육류,27,
떡갈비조림,,B1102028,조림류,육류,28,
뚝배기불고기,,B1102029,조림류,육류,29,
두부고추장양념조림,,B1103016,조림류,기타,16,
두부조림,308063.0,B1103017,조림류,기타,17,두부조림
두부카레조림,,B1103018,조림류,기타,18,
땅콩조림,,B1103019,조림류,기타,19,
메추리알꽈리고추조림,,B1102030,조림류,육류,30,
메추리알버섯장조림,,B1102031,조림류,육류,31,
마늘쫑조림,,B1103020,조림류,기타,20,
망둥어조림,,B1101021,조림류,어패류,21,
매운어묵,,B1101022,조림류,어패류,22,
메기조림,,B1101023,조림류,어패류,23,
메추리알장조림,,B1102032,조림류,육류,32,
미트볼조림,,B1102033,조림류,육류,33,
미트볼토마토조림,,B1102034,조림류,육류,34,
멸치고추조림,,B1101024,조림류,어패류,24,
멸치꽈리고추조림,,B1101025,조림류,어패류,25,
멸치땅콩조림,,B1101026,조림류,어패류,26,
멸치마늘쫑조림,,B1101027,조림류,어패류,27,
멸치아몬드조림,,B1101028,조림류,어패류,28,
멸치조림,,B1101029,조림류,어패류,29,
명엽채조림,,B1103021,조림류,기타,21,
명태조림,,B1101030,조림류,어패류,30,
무조림,,B1103022,조림류,기타,22,
무청된장지짐,,B1103023,조림류,기타,23,
미니새송이버섯장조림,,B1103024,조림류,기타,24,
미트소스두부조림,,B1102035,조림류,육류,35,
소시지조림,,B1102036,조림류,육류,36,
쇠고기달걀장조림,,B1102037,조림류,육류,37,
민어조림,,B1101031,조림류,어패류,31,
박대조림,,B1101032,조림류,어패류,32,
방어조림,,B1101033,조림류,어패류,33,
뱅어꽈리고추조림,,B1101034,조림류,어패류,34,
버섯김치조림,,B1103025,조림류,기타,25,
버섯조림,306927.0,B1103026,조림류,기타,26,버섯조림
번데기조림,,B1103027,조림류,기타,27,
병아리콩조림,,B1103028,조림류,기타,28,
병어조림,,B1101035,조림류,어패류,35,
북어조림,,B1101036,조림류,어패류,36,
브로콜리조림,,B1103029,조림류,기타,29,
삼치데리야끼조림,,B1101037,조림류,어패류,37,
삼치시래기조림,,B1101038,조림류,어패류,38,
삼치엿장조림,,B1101039,조림류,어패류,39,
삼치조림,,B1101040,조림류,어패류,40,
새송이버섯장조림,,B1103030,조림류,기타,30,
생선조림,,B1101041,조림류,어패류,41,
서대조림,,B1101042,조림류,어패류,42,
소라조림,,B1101043,조림류,어패류,43,
쇠고기메추리알장조림,,B1102038,조림류,육류,38,
쇠고기연근조림,,B1102039,조림류,육류,39,
쇠고기장조림,,B1102041,조림류,육류,41,
오향장육,,B1102040,조림류,육류,40,
족발,,B1102042,조림류,육류,42,
시래기된장지짐,,B1103031,조림류,기타,31,
알감자조림,,B1103032,조림류,기타,32,
양미리조림,,B1101044,조림류,어패류,44,
양태조림,,B1101045,조림류,어패류,45,
어묵곤약조림,,B1101046,조림류,어패류,46,
어묵조림,,B1101047,조림류,어패류,47,
어묵팽이버섯조림,,B1101048,조림류,어패류,48,
연근땅콩조림,,B1103033,조림류,기타,33,
연근조림,,B1103034,조림류,기타,34,
연어조림,,B1101049,조림류,어패류,49,
오징어조림,,B1101050,조림류,어패류,50,
간장양념치킨,,B1202001,튀김류,육류튀김,1,
우럭조림,,B1101051,조림류,어패류,51,
우엉연근조림,,B1103035,조림류,기타,35,
우엉조림,113012.0,B1103036,조림류,기타,36,
우엉진미채조림,,B1101052,조림류,어패류,52,
임연수조림,,B1101053,조림류,어패류,53,
자리돔조림,,B1101054,조림류,어패류,54,
자반고등어김치조림,,B1101055,조림류,어패류,55,
잔멸치감자조림,,B1101056,조림류,어패류,56,
잔멸치마늘쫑조림,,B1101057,조림류,어패류,57,
잔멸치아몬드조림,,B1101058,조림류,어패류,58,
장어조림,,B1101059,조림류,어패류,59,
전복조림,,B1101060,조림류,어패류,60,
조기조림,,B1101061,조림류,어패류,61,
"간장양념치킨,가슴살",,B1202002,튀김류,육류튀김,2,
쥐포땅콩조림,,B1101062,조림류,어패류,62,
쥐포조림,,B1101063,조림류,어패류,63,
참게조림,,B1101064,조림류,어패류,64,
참치조림,,B1101065,조림류,어패류,65,
청어조림,,B1101066,조림류,어패류,66,
코다리조림,306628.0,B1101067,조림류,어패류,67,코다리조림
표고버섯대추조림,,B1103037,조림류,기타,37,
표고버섯조림,,B1103038,조림류,기타,38,
풋고추조림,,B1103039,조림류,기타,39,
호박조림,,B1103040,조림류,기타,40,
황새기무조림,,B1101068,조림류,어패류,68,
황태조림,,B1101069,조림류,어패류,69,
가자미튀김,,B1201001,튀김류,어패류튀김,1,
가지튀김,,B1203001,튀김류,채소류튀김,1,
"간장양념치킨,날개",,B1202003,튀김류,육류튀김,3,
"간장양념치킨,다리",,B1202004,튀김류,육류튀김,4,
"간장양념치킨,몸통",,B1202005,튀김류,육류튀김,5,
고구마돈가스,,B1202006,튀김류,육류튀김,6,
고구마치즈돈가스,,B1202007,튀김류,육류튀김,7,
갈치튀김,,B1201002,튀김류,어패류튀김,2,
감자칩,,B1203002,튀김류,채소류튀김,2,
감자튀김,,B1203003,튀김류,채소류튀김,3,
과일탕수육,,B1202008,튀김류,육류튀김,8,
고구마맛탕,124004.0,B1203004,튀김류,채소류튀김,4,
규카츠,,B1202053,튀김류,육류튀김,53,
고구마튀김,,B1203005,튀김류,채소류튀김,5,
고등어카레튀김,,B1201003,튀김류,어패류튀김,3,
고등어튀김,,B1201004,튀김류,어패류튀김,4,
고추부각,,B1203029,튀김류,채소류튀김,29,
고추튀김,,B1203006,튀김류,채소류튀김,6,
깐풍기,,B1202009,튀김류,육류튀김,9,
꿔바로우,,B1202010,튀김류,육류튀김,10,
김말이,308000.0,B1204001,튀김류,기타튀김류,1,김말이
김밥튀김,,B1204002,튀김류,기타튀김류,2,
김부각,307710.0,B1204003,튀김류,기타튀김류,3,김부각
깐쇼새우,,B1201005,튀김류,어패류튀김,5,
닭강정,,B1202011,튀김류,육류튀김,11,
깐풍새우,,B1201006,튀김류,어패류튀김,6,
깻잎튀김,,B1203007,튀김류,채소류튀김,7,
꽁치튀김,,B1201007,튀김류,어패류튀김,7,
닭날개튀김,,B1202012,튀김류,육류튀김,12,
다시마튀각,,B1204004,튀김류,기타튀김류,4,
단호박튀김,,B1203008,튀김류,채소류튀김,8,
닭똥집튀김,,B1202013,튀김류,육류튀김,13,
닭안심까스,,B1202014,튀김류,육류튀김,14,
돈가스,,B1202015,튀김류,육류튀김,15,
돼지고기강정,,B1202016,튀김류,육류튀김,16,
라조기,,B1202017,튀김류,육류튀김,17,
미니돈가스,,B1202018,튀김류,육류튀김,18,
두부강정,,B1204005,튀김류,기타튀김류,5,
두부튀김,,B1204006,튀김류,기타튀김류,6,
떡강정,,B1204007,튀김류,기타튀김류,7,
떡꼬치,,B1204008,튀김류,기타튀김류,8,
미트볼,,B1202019,튀김류,육류튀김,19,
마튀김,,B1203009,튀김류,채소류튀김,9,
맛살튀김,,B1201034,튀김류,어패류튀김,34,
멘보샤,305660.0,B1201035,튀김류,어패류튀김,35,
소떡소떡,,B1204009,튀김류,기타튀김류,9,
문어다리튀김,,B1201008,튀김류,어패류튀김,8,
미꾸라지튀김,,B1201009,튀김류,어패류튀김,9,
사천탕수육,,B1202020,튀김류,육류튀김,20,
순살간장치킨,,B1202021,튀김류,육류튀김,21,
버섯탕수육,,B1203011,튀김류,채소류튀김,11,
복어튀김,,B1201010,튀김류,어패류튀김,10,
순대떡강정,,B1204010,튀김류,기타튀김류,10,
북어강정,,B1201011,튀김류,어패류튀김,11,
브로콜리튀김,,B1203012,튀김류,채소류튀김,12,
빙어튀김,,B1201012,튀김류,어패류튀김,12,
순살양념치킨,,B1202022,튀김류,육류튀김,22,
삼치매운강정,,B1201013,튀김류,어패류튀김,13,
새우까스,,B1201014,튀김류,어패류튀김,14,
새우탕수육,,B1201015,튀김류,어패류튀김,15,
새우튀김,,B1201016,튀김류,어패류튀김,16,
생선까스,,B1201017,튀김류,어패류튀김,17,
생선커틀렛,,B1201018,튀김류,어패류튀김,18,
생선탕수,,B1201019,튀김류,어패류튀김,19,
생선튀김,,B1201020,튀김류,어패류튀김,20,
스프링롤,,B1204011,튀김류,기타튀김류,11,
춘권,,B1204012,튀김류,기타튀김류,12,
순살치킨,,B1202023,튀김류,육류튀김,23,
순살파닭,,B1202024,튀김류,육류튀김,24,
순살허니버터치킨,,B1202025,튀김류,육류튀김,25,고구마맛탕
슈니첼,,B1202055,튀김류,육류튀김,55,슈니첼
양념닭강정,,B1202026,튀김류,육류튀김,26,
양념치킨,,B1202027,튀김류,육류튀김,27,
치즈스틱,,B1204013,튀김류,기타튀김류,13,
쑥갓튀김,,B1203013,튀김류,채소류튀김,13,
아귀탕수육,,B1201021,튀김류,어패류튀김,21,
"양념치킨,가슴살",,B1202028,튀김류,육류튀김,28,
"양념치킨,날개",,B1202029,튀김류,육류튀김,29,
"양념치킨,다리",,B1202030,튀김류,육류튀김,30,
"양념치킨,몸통",,B1202031,튀김류,육류튀김,31,
완자탕수육,,B1202032,튀김류,육류튀김,32,
왕돈가스,,B1202033,튀김류,육류튀김,33,
양파튀김,,B1203014,튀김류,채소류튀김,14,
어묵튀김,121018.0,B1201022,튀김류,어패류튀김,22,
연근부각,,B1203015,튀김류,채소류튀김,15,
연근튀김,,B1203016,튀김류,채소류튀김,16,
오지치즈후라이,,B1203017,튀김류,채소류튀김,17,
오징어튀김,,B1201023,튀김류,어패류튀김,23,
유린기,,B1202034,튀김류,육류튀김,34,
일식돈가스,122009.0,B1202035,튀김류,육류튀김,35,일식돈가스
웨지감자,307294.0,B1203018,튀김류,채소류튀김,18,웨지감자
찹쌀탕수육,,B1202036,튀김류,육류튀김,36,
인삼튀김,,B1203019,튀김류,채소류튀김,19,
치즈닭강정,,B1202037,튀김류,육류튀김,37,
임연수튀김,,B1201024,튀김류,어패류튀김,24,
잔멸치콩강정,,B1201025,튀김류,어패류튀김,25,
조기튀김,,B1201026,튀김류,어패류튀김,26,
쥐포튀김,,B1201027,튀김류,어패류튀김,27,
치즈핫도그,,B1204014,튀김류,기타튀김류,14,
치즈돈가스,,B1202038,튀김류,육류튀김,38,
채소튀김,,B1203020,튀김류,채소류튀김,20,
모듬튀김,,B1204015,튀김류,기타튀김류,15,
치킨,,B1202039,튀김류,육류튀김,39,
치킨너겟,,B1202040,튀김류,육류튀김,40,
부각,,B1204016,튀김류,기타튀김류,16,
짜조,305921.0,B1204017,튀김류,기타튀김류,17,
치즈볼,,B1204018,튀김류,기타튀김류,18,
치킨바,,B1202041,튀김류,육류튀김,41,
치킨커틀렛,,B1202042,튀김류,육류튀김,42,
치킨텐더,,B1202043,튀김류,육류튀김,43,
탕수육,122022.0,B1202044,튀김류,육류튀김,44,
통닭,,B1202045,튀김류,육류튀김,45,
칠리새우,,B1201028,튀김류,어패류튀김,28,
코다리강정,,B1201029,튀김류,어패류튀김,29,
콩튀김,,B1203021,튀김류,채소류튀김,21,
크림새우,,B1201030,튀김류,어패류튀김,30,
파닭,,B1202046,튀김류,육류튀김,46,
핫윙,,B1202047,튀김류,육류튀김,47,
허니버터치킨,,B1202048,튀김류,육류튀김,48,
표고버섯탕수,,B1203022,튀김류,채소류튀김,22,
핫바,,B1201031,튀김류,어패류튀김,31,
후라이드치킨,,B1202049,튀김류,육류튀김,49,
해시브라운,,B1203028,튀김류,채소류튀김,28,
"후라이드치킨,날개",,B1202050,튀김류,육류튀김,50,
호박튀김,302812.0,B1203023,튀김류,채소류튀김,23,호박튀김
황태껍데기튀김,,B1201032,튀김류,어패류튀김,32,
회오리감자,,B1203024,튀김류,채소류튀김,24,
"후라이드치킨,다리",,B1202051,튀김류,육류튀김,51,
"후라이드치킨,몸통",,B1202052,튀김류,육류튀김,52,
할라피뇨 피클,,B1702018,"장아찌, 절임류",절임류,18,
절임 배추,,B1702019,"장아찌, 절임류",절임류,19,
후렌치후라이,,B1203025,튀김류,채소류튀김,25,
아보카도샐러드,,B1407074,"생채, 무침류",샐러드,74,
연어아보카도말이,,B1406016,"생채, 무침류",냉채,16,
콥샐러드,,B1407072,"생채, 무침류",샐러드,72,
레몬 피클,,B1702020,"장아찌, 절임류",절임류,20,
붉은 양배추 절임,,B1702021,"장아찌, 절임류",절임류,21,
버섯 장아찌,,B1701026,"장아찌, 절임류",장아찌,26,
올리브 절임,291580.0,B1702022,"장아찌, 절임류",절임류,22,올리브절임
딜(허브) 절임,,B1702023,"장아찌, 절임류",절임류,23,
과카몰리,305958.0,B1802025,"장류, 양념류",소스,25,과카몰리
사우전드아일랜드드레싱,,B1802026,"장류, 양념류",소스,26,
메주,,A1801020,"장류, 양념류",장류,20,
살사소스,,B1802021,"장류, 양념류",소스,21,
토마토파스타소스,,B1802023,"장류, 양념류",소스,23,
케첩,,A1803021,"장류, 양념류","기타,양념류",21,
홀스래디쉬소스,,B1802024,"장류, 양념류",소스,24,
감말랭이,,A2202001,과일류,과일건류,1,
까망베르치즈,,A1901027,유제품류 및 빙과류,유제품,27,
딸기라떼,,A1901028,유제품류 및 빙과류,유제품,28,
리코타치즈,,A1901029,유제품류 및 빙과류,유제품,29,
검은깨두유,,A2004026,음료 및 차류,음료류,26,
아포카토,,A2001022,음료 및 차류,커피류,22,
홍삼음료,,A2004024,음료 및 차류,음료류,24,
레드와인,,A2101001,주류,주류,1,
막걸리,,A2101002,주류,주류,2,
매실주,,A2101011,주류,주류,11,
맥주,,A2101003,주류,주류,3,
보드카,,A2101012,주류,주류,12,
복분자주,,A2101004,주류,주류,4,
사케,,A2101013,주류,주류,13,
생맥주,,A2101005,주류,주류,5,
소주,,A2101006,주류,주류,6,
양주,,A2101007,주류,주류,7,
와인,,A2101008,주류,주류,8,
인삼주,,A2101009,주류,주류,9,
화이트와인,,A2101010,주류,주류,10,
흑맥주,,A2101014,주류,주류,14,
거봉포도,,A2201002,과일류,과일류,2,
건망고,,A2202002,과일류,과일건류,2,
골드키위,,A2201003,과일류,과일류,3,
건블루베리,,A2202003,과일류,과일건류,3,
건오미자,,A2202028,과일류,과일건류,28,
건자두,,A2202004,과일류,과일건류,4,
건크랜베리,,A2202005,과일류,과일건류,5,
건포도,,A2202006,과일류,과일건류,6,
곶감,,A2202007,과일류,과일건류,7,
귤,,A2201004,과일류,과일류,4,
말린자두,,A2202029,과일류,과일건류,29,
냉동망고,,A2201005,과일류,과일류,5,
단감,,A2201006,과일류,과일류,6,
대봉감,,A2201007,과일류,과일류,7,
대추,,A2201008,과일류,과일류,8,
딸기,,A2201009,과일류,과일류,9,
레드향,,A2201010,과일류,과일류,10,
레몬,,A2201011,과일류,과일류,11,
망고,,A2201012,과일류,과일류,12,
머루포도,,A2201013,과일류,과일류,13,
멜론,,A2201014,과일류,과일류,14,
무화과,211015.0,A2201015,과일류,과일류,15,무화과
밀감,,A2201016,과일류,과일류,16,
바나나,,A2201017,과일류,과일류,17,
가래떡,,A2402001,"곡류, 서류 제품",떡류,1,
배,211017.0,A2201018,과일류,과일류,18,배
백도,,A2201019,과일류,과일류,19,
복숭아,,A2201020,과일류,과일류,20,
블루베리,,A2201021,과일류,과일류,21,
사과,,A2201022,과일류,과일류,22,
산딸기,,A2201023,과일류,과일류,23,
살구,,A2201024,과일류,과일류,24,
석류,,A2201025,과일류,과일류,25,
수박,,A2201026,과일류,과일류,26,
아로니아,303235.0,A2201027,과일류,과일류,27,아로니아
아보카도,,A2201028,과일류,과일류,28,
아오리사과,,A2201029,과일류,과일류,29,
연시,,A2201030,과일류,과일류,30,
