분류,대분류,중분류,소분류,기존코드,신규코드,음식명,코드,중복확인,영양성분분석코드,분석명,학습폴더명,1
B,찜류,어패류찜,22,B070122,B0701022,박대찜,B0701022,정상,,,,
B,찜류,어패류찜,23,B070123,B0701023,병어찜,B0701023,정상,,,,
B,찜류,육류찜,22,B070222,B0702022,뼈찜,B0702022,정상,,,,
B,찜류,채소찜(선),06,B070306,B0703006,부추콩가루찜,B0703006,정상,,,,
B,찜류,어패류찜,24,B070124,B0701024,북어찜,B0701024,정상,,,,
B,찜류,어패류찜,25,B070125,B0701025,붕어찜,B0701025,정상,,,,
B,찜류,기타찜,08,B070408,B0704008,브로컬리계란찜,B0704008,정상,,,,
B,찜류,채소찜(선),07,B070307,B0703007,브로콜리데침,B0703007,정상,,,,
B,찜류,육류찜,23,B070223,B0702023,삼겹살김치찜,B0702023,정상,,,,
B,찜류,육류찜,24,B070224,B0702024,삼겹살수육,B0702024,정상,,,,
B,찜류,기타찜,09,B070409,B0704009,삶은감자,B0704009,정상,222006,"감자,삶은것",삶은감자,삶은 감자를 삶은감자로 변경
B,찜류,기타찜,10,B070410,B0704010,삶은고구마,B0704010,정상,,,,삶은 고구마를 삶은고구마로 변경
B,찜류,육류찜,25,B070225,B0702025,쇠갈비우거지찜,B0702025,정상,,,,
B,찜류,육류찜,26,B070226,B0702026,쇠갈비찜,B0702026,정상,,,,
B,찜류,어패류찜,26,B070126,B0701026,삼치찜,B0701026,정상,,,,
B,찜류,육류찜,27,B070227,B0702027,쇠고기감자찜,B0702027,정상,,,,
B,찜류,육류찜,28,B070228,B0702028,쇠고기수육,B0702028,정상,295228,쇠고기수육,소고기수육,소고기 수육 이름 변경
B,찜류,육류찜,29,B070229,B0702029,쇠고기찜,B0702029,정상,,,,
B,찜류,육류찜,30,B070230,B0702030,쇠꼬리찜,B0702030,정상,,,,
B,찜류,육류찜,31,B070231,B0702031,수육,B0702031,정상,304738,돼지수육,,
B,찜류,육류찜,32,B070232,B0702032,순대,B0702032,정상,,,,
A,찜류,기타찜,15,A070415,A0704015,수란,A0704015,정상,,,,
B,찜류,육류찜,33,B070233,B0702033,순살찜닭,B0702033,정상,,,,
B,찜류,육류찜,34,B070234,B0702034,오리고기수육,B0702034,정상,,,,
B,찜류,기타찜,11,B070411,B0704011,순두부찜,B0704011,정상,,,,
B,찜류,육류찜,35,B070235,B0702035,편육,B0702035,정상,,,,
B,찜류,어패류찜,27,B070127,B0701027,아귀찜,B0701027,정상,,,,
B,찜류,채소찜(선),08,B070308,B0703008,애호박찜,B0703008,정상,,,,
B,찜류,기타찜,12,B070412,B0704012,연두부찜,B0704012,정상,,,,
B,찜류,어패류찜,28,B070128,B0701028,열기찜,B0701028,정상,,,,
A,구이류,육류구이,95,A080295,A0802095,닭모래주머니,A0802095,정상,297309,닭똥집,닭모래주머니,
B,찜류,어패류찜,29,B070129,B0701029,오징어숙회,B0701029,정상,,,,
B,찜류,어패류찜,30,B070130,B0701030,오징어순대,B0701030,정상,,,,
B,찜류,어패류찜,31,B070131,B0701031,오징어콩나물찜,B0701031,정상,,,,
B,찜류,채소찜(선),09,B070309,B0703009,우거지찜,B0703009,정상,,,,
B,찜류,어패류찜,32,B070132,B0701032,우럭찜,B0701032,정상,,,,
B,찜류,어패류찜,33,B070133,B0701033,조기찜,B0701033,정상,,,,
B,찜류,기타찜,14,B070414,B0704014,찐옥수수,B0704014,정상,,,,
B,찜류,어패류찜,34,B070134,B0701034,코다리감자찜,B0701034,정상,,,,
B,찜류,어패류찜,35,B070135,B0701035,코다리시래기찜,B0701035,정상,,,,
B,찜류,어패류찜,36,B070136,B0701036,코다리찜,B0701036,정상,,,,
B,찜류,기타찜,13,B070413,B0704013,파강회,B0704013,정상,,,,
B,구이류,육류구이,01,B080201,B0802001,LA양념갈비,B0802001,정상,,,,
B,찜류,채소찜(선),10,B070310,B0703010,풋고추찜,B0703010,정상,,,,
B,찜류,어패류찜,37,B070137,B0701037,해물찜,B0701037,정상,,,,
B,찜류,어패류찜,38,B070138,B0701038,해물콩나물찜,B0701038,정상,,,,
B,찜류,어패류찜,39,B070139,B0701039,홍게찜,B0701039,정상,,,,
B,찜류,어패류찜,40,B070140,B0701040,홍어찜,B0701040,정상,,,,
B,찜류,어패류찜,41,B070141,B0701041,황태찜,B0701041,정상,,,,
B,구이류,기타구이류,32,B080332,B0803032,채소꼬치구이,B0803032,정상,,,야채꼬치,이름변경
B,구이류,육류구이,02,B080202,B0802002,갈비구이,B0802002,정상,,,,
B,구이류,육류구이,03,B080203,B0802003,갈비살구이,B0802003,정상,,,,
B,구이류,육류구이,04,B080204,B0802004,고기산적,B0802004,정상,,,,
B,구이류,기타구이류,01,B080301,B0803001,가래떡구이,B0803001,정상,,,,
B,구이류,어패류구이,02,B080102,B0801002,가자미구이,B0801002,정상,81002,가자미구이(fried flounder),가자미구이,
B,구이류,어패류구이,01,B080101,B0801001,가자미카레구이,B0801001,정상,,,,
B,구이류,기타구이류,02,B080302,B0803002,가지구이,B0803002,정상,,,,
B,구이류,육류구이,05,B080205,B0802005,고추장삼겹살,B0802005,정상,,,,
B,구이류,육류구이,06,B080206,B0802006,곱창구이,B0802006,정상,307553,소곱창,,소곱창구이 이름 변경
B,구이류,어패류구이,03,B080103,B0801003,갈치구이,B0801003,정상,,,,
B,구이류,기타구이류,03,B080303,B0803003,감자구이,B0803003,정상,,,,
B,구이류,기타구이류,04,B080304,B0803004,감자그라탕,B0803004,정상,,,,
B,구이류,기타구이류,05,B080305,B0803005,감자버터구이,B0803005,정상,,,,
B,구이류,어패류구이,04,B080104,B0801004,고갈비,B0801004,정상,,,,
B,구이류,육류구이,07,B080207,B0802007,곱창양념구이,B0802007,정상,,,,
B,구이류,어패류구이,05,B080105,B0801005,고등어구이,B0801005,정상,,,,
B,구이류,어패류구이,06,B080106,B0801006,고등어카레구이,B0801006,정상,,,,
B,구이류,육류구이,08,B080208,B0802008,구운달걀,B0802008,정상,,,,
B,구이류,육류구이,09,B080209,B0802009,너비아니구이,B0802009,정상,,,,
B,구이류,육류구이,10,B080210,B0802010,닭가슴살구이,B0802010,정상,,,,
B,구이류,육류구이,11,B080211,B0802011,닭갈비구이,B0802011,정상,,,,
B,구이류,기타구이류,06,B080306,B0803006,군고구마,B0803006,정상,,,,
B,구이류,기타구이류,07,B080307,B0803007,군밤,B0803007,정상,,,,
B,구이류,어패류구이,07,B080107,B0801007,굴비구이,B0801007,정상,81005,굴비구이,굴비구이,
B,구이류,기타구이류,08,B080308,B0803008,그라탕,B0803008,정상,,,,
B,구이류,기타구이류,09,B080309,B0803009,김구이,B0803009,정상,,,,
B,구이류,어패류구이,08,B080108,B0801008,꼼장어구이,B0801008,정상,306473,꼼장어,꼼장어,신규음식리스트 꼼장어 포함
B,구이류,어패류구이,09,B080109,B0801009,꼼장어양념구이,B0801009,정상,302757,양념 꼼장어,꼼장어,신규음식리스트 꼼장어 포함
B,구이류,어패류구이,10,B080110,B0801010,꽁치구이,B0801010,정상,,,,
B,구이류,어패류구이,11,B080111,B0801011,낙지양념구이,B0801011,정상,,,,
B,구이류,어패류구이,12,B080112,B0801012,낙지호롱,B0801012,정상,,,,
B,구이류,육류구이,12,B080212,B0802012,닭구이,B0802012,정상,,,,
B,구이류,어패류구이,13,B080113,B0801013,노가리구이,B0801013,정상,,,,
B,구이류,어패류구이,14,B080114,B0801014,노래미구이,B0801014,정상,,,,
B,구이류,기타구이류,10,B080310,B0803010,느타리버섯구이,B0803010,정상,,,,
B,구이류,기타구이류,11,B080311,B0803011,"느타리버섯꼬치,양념",B0803011,정상,,,,
B,구이류,육류구이,13,B080213,B0802013,닭꼬치,B0802013,정상,305449,닭꼬치구이,닭꼬치,
B,구이류,육류구이,14,B080214,B0802014,닭날개양념구이,B0802014,정상,,,,
B,구이류,육류구이,15,B080215,B0802015,닭다리구이,B0802015,정상,226008,"닭다리,구운것",닭다리구이,신규음식리스트 닭다리 구이 포함
